Designator,Mid X,Mid Y,Rotation,Layer
D201,178.824999,-66.274999,180.0,top
J101,194.275,-70.4,0.0,top
J201,192.87,-35.22,180.0,top
R205,199.69,-52.35,0.0,top
R206,210.559999,-52.35,0.0,top
R207,177.8,-54.659999,90.0,top
R208,189.799999,-54.659999,90.0,top
R209,183.0875,-66.275,0.0,top
R210,183.0875,-64.8,0.0,top
R211,183.0875,-63.325,0.0,top
S201,172.825,-56.025,0.0,top
S202,184.824998,-56.025,0.0,top
S203,178.824999,-71.35,180.0,top
